SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2023/2024,>64 yrs,California,07/15/2023,28,2023,2114,33323,6.34396663,Low,66,3915,1.685824,Very Low,4,3043,0.131449,Very Low,,,,,,,,,,,,,,,,3830,47,0,0,1.227154,0,0,,,
2023/2024,>64 yrs,Central California,07/15/2023,28,2023,191,2465,7.748478702,Low,5,438,1.141553,Very Low,0,338,0,Very Low,,,,,,,,,,,,,,,,460,7,0,0,1.521739,0,0,,,
2023/2024,All Ages,Central California,07/15/2023,28,2023,745,14743,5.053245608,Low,18,1380,1.304348,Very Low,2,1087,0.183993,Very Low,,,,,,,,,,,,,,,,696,9,0,0,1.293103,0,0,,,
2023/2024,>64 yrs,Southern California,07/15/2023,28,2023,548,6833,8.01990341,Moderate,20,1674,1.194743,Very Low,1,1271,0.078678,Very Low,,,,,,,,,,,,,,,,1306,13,0,0,0.995406,0,0,,,
2023/2024,0-17 yrs,Central California,07/15/2023,28,2023,103,2440,4.221311475,Low,5,334,1.497006,Very Low,1,303,0.330033,Very Low,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,,,
2023/2024,All Ages,Rural North,07/15/2023,28,2023,83,1055,7.867298578,Low,0,210,0,Very Low,0,73,0,Very Low,,,,,,,,,,,,,,,,138,3,0,0,2.173913,0,0,,,
2023/2024,>64 yrs,Los Angeles,07/15/2023,28,2023,562,12419,4.5253241,Low,17,983,1.7294,Very Low,1,743,0.13459,Very Low,,,,,,,,,,,,,,,,857,8,0,0,0.933489,0,0,,,
2023/2024,>64 yrs,Bay Area,07/15/2023,28,2023,633,9351,6.769329484,Low,15,473,3.171247,Low,1,527,0.189753,Very Low,,,,,,,,,,,,,,,,751,13,0,0,1.731025,0,0,,,
2023/2024,18-64 yrs,Bay Area,07/15/2023,28,2023,1217,25234,4.822858049,Low,46,881,5.221339,Low,2,747,0.267738,Very Low,,,,,,,,,,,,,,,,249,3,0,0,1.204819,0,0,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,07/15/2023,28,2023,109,1664,6.550480769,Low,1,178,0.561798,Very Low,0,55,0,Very Low,,,,,,,,,,,,,,,,352,3,0,0,0.852273,0,0,,,
2023/2024,18-64 yrs,California,07/15/2023,28,2023,4058,72063,5.631183825,Low,211,6094,3.462422,Low,8,4507,0.177502,Very Low,,,,,,,,,,,,,,,,1393,16,0,0,1.1486,0,0,,,
2023/2024,All Ages,Bay Area,07/15/2023,28,2023,2050,41354,4.95719882,Low,92,1670,5.508982,Low,11,1641,0.670323,Very Low,,,,,,,,,,,,,,,,1013,16,0,0,1.579467,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,07/15/2023,28,2023,57,989,5.763397371,Low,7,245,2.857143,Low,1,73,1.369863,Low,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,California,07/15/2023,28,2023,697,16629,4.191472728,Low,106,1911,5.546834,Low,23,1516,1.51715,Low,,,,,,,,,,,,,,,,47,0,0,0,0,0,0,11,19,7
2023/2024,0-17 yrs,Southern California,07/15/2023,28,2023,159,3265,4.869831547,Low,26,601,4.326123,Low,11,524,2.099237,Low,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Southern California,07/15/2023,28,2023,930,13825,6.726943942,Low,54,2259,2.390438,Low,1,1728,0.05787,Very Low,,,,,,,,,,,,,,,,436,6,0,0,1.376147,0,0,,,
2023/2024,All Ages,California,07/15/2023,28,2023,6874,122090,5.63027275,Low,391,11931,3.277177,Low,35,9067,0.386015,Very Low,,,0.7,0.1,0,,,,,,,,,,,5270,63,0,0,1.195446,0,0,,,
2023/2024,All Ages,Greater Sierra-Sacramento,07/15/2023,28,2023,396,6581,6.017322595,Low,20,731,2.735978,Low,2,253,0.790514,Very Low,,,,,,,,,,,,,,,,446,4,0,0,0.896861,0,0,,,
2023/2024,0-17 yrs,Rural North,07/15/2023,28,2023,10,152,6.578947368,Low,0,57,0,Very Low,0,19,0,Very Low,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Central California,07/22/2023,29,2023,114,2884,3.952843273,Low,3,318,0.943396,Very Low,1,299,0.334448,Very Low,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Rural North,07/22/2023,29,2023,12,129,9.302325581,Moderate,2,49,4.081633,Low,1,22,4.545455,Moderate,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Bay Area,07/22/2023,29,2023,1252,24865,5.035190026,Low,22,775,2.83871,Low,0,675,0,Very Low,,,,,,,,,,,,,,,,233,2,0,0,0.858369,0,0,,,
2023/2024,0-17 yrs,California,07/22/2023,29,2023,831,16698,4.976643909,Low,107,1929,5.546916,Low,26,1625,1.6,Low,,,,,,,,,,,,,,,,63,0,0,0,0,0,0,11,19,7
2023/2024,All Ages,Central California,07/22/2023,29,2023,807,16915,4.77091339,Low,17,1390,1.223022,Very Low,1,1215,0.082305,Very Low,,,,,,,,,,,,,,,,648,4,0,0,0.617284,0,0,,,
2023/2024,0-17 yrs,Southern California,07/22/2023,29,2023,217,3172,6.84110971,Low,22,658,3.343465,Low,8,567,1.410935,Low,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Bay Area,07/22/2023,29,2023,744,9781,7.606584194,Low,5,440,1.136364,Very Low,1,454,0.220264,Very Low,,,,,,,,,,,,,,,,795,15,0,1,1.886792,0,0.125786,,,
2023/2024,18-64 yrs,Los Angeles,07/22/2023,29,2023,1227,17667,6.945151978,Low,44,1514,2.906209,Low,0,1119,0,Very Low,,,,,,,,,,,,,,,,351,4,0,0,1.139601,0,0,,,
2023/2024,18-64 yrs,Southern California,07/22/2023,29,2023,1131,13787,8.203379996,Moderate,33,2731,1.208349,Very Low,3,1968,0.152439,Very Low,,,,,,,,,,,,,,,,417,2,0,0,0.479616,0,0,,,
2023/2024,18-64 yrs,California,07/22/2023,29,2023,4518,73878,6.115487696,Low,135,6370,2.119309,Low,8,4746,0.168563,Very Low,,,,,,,,,,,,,,,,1340,9,0,0,0.671642,0,0,,,
2023/2024,All Ages,Greater Sierra-Sacramento,07/22/2023,29,2023,530,7420,7.142857143,Low,19,757,2.509908,Low,1,371,0.269542,Very Low,,,,,,,,,,,,,,,,475,2,0,0,0.421053,0,0,,,
2023/2024,All Ages,California,07/22/2023,29,2023,7747,124542,6.220391515,Low,294,12401,2.370777,Low,37,9483,0.390172,Very Low,,,0.8,0.1,0,,,,,,,,,,,5313,59,0,1,1.110484,0,0.018822,,,
2023/2024,>64 yrs,California,07/22/2023,29,2023,2394,33924,7.056950831,Low,51,4100,1.243902,Very Low,3,3111,0.096432,Very Low,,,,,,,,,,,,,,,,3910,50,0,1,1.278772,0,0.025575,,,
2023/2024,All Ages,Rural North,07/22/2023,29,2023,84,1060,7.924528302,Low,5,238,2.10084,Low,1,118,0.847458,Very Low,,,,,,,,,,,,,,,,155,2,0,0,1.290323,0,0,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,07/22/2023,29,2023,151,1993,7.576517812,Low,1,231,0.4329,Very Low,0,121,0,Very Low,,,,,,,,,,,,,,,,353,2,0,0,0.566572,0,0,,,
2023/2024,>64 yrs,Southern California,07/22/2023,29,2023,637,6954,9.160195571,Moderate,16,1923,0.832033,Very Low,0,1375,0,Very Low,,,,,,,,,,,,,,,,1295,22,0,0,1.698842,0,0,,,
2023/2024,0-17 yrs,Los Angeles,07/22/2023,29,2023,189,2674,7.068062827,Low,37,337,10.979228,Moderate,1,248,0.403226,Very Low,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,,,
2023/2024,All Ages,Southern California,07/22/2023,29,2023,1985,23916,8.299882924,Moderate,71,5312,1.336596,Very Low,11,3910,0.28133,Very Low,,,,,,,,,,,,,,,,1727,24,0,0,1.389693,0,0,,,
2023/2024,18-64 yrs,Rural North,07/22/2023,29,2023,50,663,7.54147813,Low,3,97,3.092784,Low,0,49,0,Very Low,,,,,,,,,,,,,,,,43,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Bay Area,07/22/2023,29,2023,227,6722,3.37697114,Low,18,314,5.732484,Low,13,388,3.350515,Low,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Los Angeles,07/22/2023,29,2023,587,12134,4.837646283,Low,16,913,1.752464,Very Low,2,703,0.284495,Very Low,,,,,,,,,,,,,,,,900,6,0,0,0.666667,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,07/22/2023,29,2023,61,939,6.496272631,Low,9,188,4.787234,Low,1,60,1.666667,Low,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,,,
2023/2024,All Ages,Bay Area,07/22/2023,29,2023,2226,41390,5.378110655,Low,46,1531,3.004572,Low,14,1518,0.922266,Very Low,,,,,,,,,,,,,,,,1042,17,0,1,1.631478,0,0.095969,,,
2023/2024,All Ages,Los Angeles,07/22/2023,29,2023,2004,32491,6.167861869,Low,97,2764,3.509407,Low,3,2070,0.144928,Very Low,,,,,,,,,,,,,,,,1266,10,0,0,0.789889,0,0,,,
2023/2024,>64 yrs,Central California,07/22/2023,29,2023,209,2484,8.413848631,Moderate,2,384,0.520833,Very Low,0,323,0,Very Low,,,,,,,,,,,,,,,,455,3,0,0,0.659341,0,0,,,
2023/2024,18-64 yrs,Central California,07/22/2023,29,2023,484,11547,4.191564909,Low,12,688,1.744186,Very Low,0,593,0,Very Low,,,,,,,,,,,,,,,,182,1,0,0,0.549451,0,0,,,
2023/2024,>64 yrs,Rural North,07/22/2023,29,2023,22,268,8.208955224,Moderate,0,92,0,Very Low,0,47,0,Very Low,,,,,,,,,,,,,,,,112,2,0,0,1.785714,0,0,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,07/22/2023,29,2023,318,4487,7.087140629,Low,9,338,2.662722,Low,0,190,0,Very Low,,,,,,,,,,,,,,,,114,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,California,07/29/2023,30,2023,5561,72849,7.633598265,Low,173,6921,2.499639,Low,6,3543,0.169348,Very Low,,,,,,,,,,,,,,,,1268,11,0,0,0.867508,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,07/29/2023,30,2023,85,1000,8.5,Moderate,6,226,2.654867,Low,0,80,0,Very Low,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Southern California,07/29/2023,30,2023,749,6568,11.40377588,Moderate,26,2218,1.172227,Very Low,2,1202,0.166389,Very Low,,,,,,,,,,,,,,,,1295,24,0,0,1.853282,0,0,,,
2023/2024,18-64 yrs,Bay Area,07/29/2023,30,2023,1499,24453,6.130127183,Low,38,616,6.168831,Low,3,517,0.580271,Very Low,,,,,,,,,,,,,,,,230,4,0,0,1.73913,0,0,,,
2023/2024,18-64 yrs,Rural North,07/29/2023,30,2023,66,664,9.939759036,Moderate,3,112,2.678571,Low,0,51,0,Very Low,,,,,,,,,,,,,,,,39,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,California,07/29/2023,30,2023,1155,18254,6.3273803,Low,135,2670,5.05618,Low,23,2051,1.121404,Low,,,,,,,,,,,,,,,,59,1,0,0,1.694915,0,0,11,19,7
2023/2024,>64 yrs,California,07/29/2023,30,2023,2706,33028,8.193048323,Moderate,70,4933,1.419015,Very Low,7,2863,0.244499,Very Low,,,,,,,,,,,,,,,,3790,73,0,0,1.926121,0,0,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,07/29/2023,30,2023,178,1820,9.78021978,Moderate,2,224,0.892857,Very Low,0,109,0,Very Low,,,,,,,,,,,,,,,,365,4,0,0,1.09589,0,0,,,
2023/2024,18-64 yrs,Los Angeles,07/29/2023,30,2023,1605,17796,9.018880647,Moderate,45,1699,2.648617,Low,2,727,0.275103,Very Low,,,,,,,,,,,,,,,,323,4,0,0,1.23839,0,0,,,
2023/2024,>64 yrs,Rural North,07/29/2023,30,2023,41,319,12.85266458,Moderate,0,96,0,Very Low,0,51,0,Very Low,,,,,,,,,,,,,,,,83,1,0,0,1.204819,0,0,,,
2023/2024,>64 yrs,Central California,07/29/2023,30,2023,206,2628,7.838660578,Low,4,467,0.856531,Very Low,1,382,0.26178,Very Low,,,,,,,,,,,,,,,,397,7,0,0,1.763224,0,0,,,
2023/2024,All Ages,Central California,07/29/2023,30,2023,915,15568,5.877440904,Low,31,1564,1.982097,Very Low,3,1343,0.22338,Very Low,,,,,,,,,,,,,,,,563,7,0,0,1.243339,0,0,,,
2023/2024,0-17 yrs,Southern California,07/29/2023,30,2023,293,5030,5.825049702,Low,32,942,3.397028,Low,14,725,1.931034,Low,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Los Angeles,07/29/2023,30,2023,701,11424,6.136204482,Low,21,1208,1.738411,Very Low,0,566,0,Very Low,,,,,,,,,,,,,,,,885,10,0,0,1.129944,0,0,,,
2023/2024,All Ages,Bay Area,07/29/2023,30,2023,2577,40828,6.311844812,Low,89,1321,6.73732,Low,12,1339,0.896191,Very Low,,,,,,,,,,,,,,,,1003,31,0,0,3.090728,0,0,,,
2023/2024,All Ages,Greater Sierra-Sacramento,07/29/2023,30,2023,588,6972,8.43373494,Moderate,15,737,2.035278,Low,0,304,0,Very Low,,,,,,,,,,,,,,,,484,4,0,0,0.826446,0,0,,,
2023/2024,>64 yrs,Bay Area,07/29/2023,30,2023,798,9959,8.012852696,Moderate,13,346,3.757225,Low,3,381,0.787402,Very Low,,,,,,,,,,,,,,,,765,27,0,0,3.529412,0,0,,,
2023/2024,18-64 yrs,Southern California,07/29/2023,30,2023,1446,14750,9.803389831,Moderate,54,2666,2.025506,Low,1,1368,0.073099,Very Low,,,,,,,,,,,,,,,,411,3,0,0,0.729927,0,0,,,
2023/2024,All Ages,Rural North,07/29/2023,30,2023,117,1111,10.53105311,Moderate,5,266,1.879699,Very Low,1,125,0.8,Very Low,,,,,,,,,,,,,,,,123,2,0,0,1.626016,0,0,,,
2023/2024,All Ages,California,07/29/2023,30,2023,9427,124174,7.591766392,Low,378,14524,2.602589,Low,36,8457,0.425683,Very Low,,,1,0.1,0,,,,,,,,,,,5117,85,0,0,1.66113,0,0,,,
2023/2024,All Ages,Los Angeles,07/29/2023,30,2023,2622,32066,8.176885174,Moderate,101,3457,2.921608,Low,2,1598,0.125156,Very Low,,,,,,,,,,,,,,,,1224,14,0,0,1.143791,0,0,,,
2023/2024,0-17 yrs,Bay Area,07/29/2023,30,2023,280,6400,4.375,Low,38,359,10.584958,Moderate,6,441,1.360544,Low,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Central California,07/29/2023,30,2023,153,2712,5.64159292,Low,15,395,3.797468,Low,2,389,0.514139,Very Low,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Rural North,07/29/2023,30,2023,10,128,7.8125,Low,2,58,3.448276,Low,1,23,4.347826,Moderate,,,,,,,,,,,,,,,,1,1,0,0,100,0,0,,,
2023/2024,18-64 yrs,Central California,07/29/2023,30,2023,556,10228,5.43605788,Low,12,702,1.709402,Very Low,0,572,0,Very Low,,,,,,,,,,,,,,,,155,0,0,0,0,0,0,,,
2023/2024,All Ages,Southern California,07/29/2023,30,2023,2492,26357,9.454793793,Moderate,112,5826,1.922417,Very Low,17,3295,0.515933,Very Low,,,,,,,,,,,,,,,,1720,27,0,0,1.569767,0,0,,,
2023/2024,0-17 yrs,Los Angeles,07/29/2023,30,2023,315,2828,11.13861386,Moderate,35,550,6.363636,Low,0,305,0,Very Low,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,07/29/2023,30,2023,325,4152,7.827552986,Low,7,287,2.439024,Low,0,115,0,Very Low,,,,,,,,,,,,,,,,110,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Los Angeles,08/05/2023,31,2023,1994,17763,11.22558126,Moderate,57,2434,2.341824,Low,0,578,0,Very Low,,,,,,,,,,,,,,,,350,2,0,0,0.571429,0,0,,,
2023/2024,18-64 yrs,Southern California,08/05/2023,31,2023,1838,15032,12.22724854,Moderate,74,3755,1.970706,Very Low,1,1535,0.065147,Very Low,,,,,,,,,,,,,,,,371,1,1,0,0.269542,0.269542,0,,,
2023/2024,0-17 yrs,Central California,08/05/2023,31,2023,177,2541,6.965761511,Low,7,385,1.818182,Very Low,2,373,0.536193,Very Low,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,,,
2023/2024,All Ages,Southern California,08/05/2023,31,2023,3126,25617,12.20283406,Moderate,139,8137,1.708246,Very Low,12,3831,0.313234,Very Low,,,,,,,,,,,,,,,,1699,18,3,1,1.059447,0.176574,0.058858,,,
2023/2024,All Ages,Rural North,08/05/2023,31,2023,137,1071,12.79178338,Moderate,1,292,0.342466,Very Low,1,157,0.636943,Very Low,,,,,,,,,,,,,,,,121,2,0,0,1.652893,0,0,,,
2023/2024,0-17 yrs,Southern California,08/05/2023,31,2023,394,3730,10.56300268,Moderate,34,1402,2.425107,Low,8,972,0.823045,Very Low,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Rural North,08/05/2023,31,2023,40,283,14.13427562,High,1,101,0.990099,Very Low,0,56,0,Very Low,,,,,,,,,,,,,,,,90,2,0,0,2.222222,0,0,,,
2023/2024,>64 yrs,Bay Area,08/05/2023,31,2023,909,9869,9.210659641,Moderate,15,408,3.676471,Low,1,458,0.218341,Very Low,,,,,,,,,,,,,,,,769,18,0,0,2.340702,0,0,,,
2023/2024,>64 yrs,Southern California,08/05/2023,31,2023,893,6847,13.04220827,High,31,2980,1.040268,Very Low,3,1324,0.226586,Very Low,,,,,,,,,,,,,,,,1311,17,2,1,1.29672,0.152555,0.076278,,,
2023/2024,0-17 yrs,California,08/05/2023,31,2023,1383,17148,8.065080476,Moderate,113,3421,3.303128,Low,39,2401,1.624323,Low,,,,,,,,,,,,,,,,57,1,0,0,1.754386,0,0,11,19,7
2023/2024,All Ages,Los Angeles,08/05/2023,31,2023,3169,32301,9.81084177,Moderate,99,5093,1.943844,Very Low,3,1499,0.200133,Very Low,,,,,,,,,,,,,,,,1258,18,0,0,1.430843,0,0,,,
2023/2024,All Ages,Greater Sierra-Sacramento,08/05/2023,31,2023,722,6660,10.84084084,Moderate,25,936,2.67094,Low,0,377,0,Very Low,,,,,,,,,,,,,,,,465,9,0,0,1.935484,0,0,,,
2023/2024,18-64 yrs,Bay Area,08/05/2023,31,2023,1864,25410,7.335694608,Low,37,713,5.189341,Low,3,548,0.547445,Very Low,,,,,,,,,,,,,,,,223,2,0,0,0.896861,0,0,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,08/05/2023,31,2023,216,1743,12.39242685,Moderate,2,278,0.719424,Very Low,0,122,0,Very Low,,,,,,,,,,,,,,,,353,8,0,0,2.266289,0,0,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,08/05/2023,31,2023,419,3960,10.58080808,Moderate,12,416,2.884615,Low,0,169,0,Very Low,,,,,,,,,,,,,,,,111,1,0,0,0.900901,0,0,,,
2023/2024,All Ages,Central California,08/05/2023,31,2023,1230,15418,7.977688416,Low,16,1643,0.973828,Very Low,2,1406,0.142248,Very Low,,,,,,,,,,,,,,,,647,8,0,0,1.236476,0,0,,,
2023/2024,0-17 yrs,Rural North,08/05/2023,31,2023,16,151,10.59602649,Moderate,0,66,0,Very Low,1,41,2.439024,Low,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Los Angeles,08/05/2023,31,2023,339,2732,12.40849195,Moderate,27,736,3.668478,Low,3,336,0.892857,Very Low,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Los Angeles,08/05/2023,31,2023,836,11791,7.090153507,Low,15,1923,0.780031,Very Low,0,585,0,Very Low,,,,,,,,,,,,,,,,895,16,0,0,1.787709,0,0,,,
2023/2024,18-64 yrs,Central California,08/05/2023,31,2023,757,10018,7.556398483,Low,8,821,0.974421,Very Low,0,669,0,Very Low,,,,,,,,,,,,,,,,179,0,0,0,0,0,0,,,
2023/2024,All Ages,California,08/05/2023,31,2023,11646,124522,9.352564206,Moderate,393,19611,2.003977,Low,47,9187,0.511592,Very Low,,,1.2,0.1,0,,,,,,,,,,,5196,76,3,1,1.462664,0.057737,0.019246,,,
2023/2024,0-17 yrs,Bay Area,08/05/2023,31,2023,352,6848,5.140186916,Low,27,376,7.180851,Low,24,509,4.715128,Moderate,,,,,,,,,,,,,,,,14,1,0,0,7.142857,0,0,,,
2023/2024,>64 yrs,California,08/05/2023,31,2023,3235,33671,9.60767426,Moderate,72,6633,1.085482,Very Low,4,3027,0.132144,Very Low,,,,,,,,,,,,,,,,3877,69,2,1,1.779727,0.051586,0.025793,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,08/05/2023,31,2023,87,955,9.109947644,Moderate,11,242,4.545455,Low,0,86,0,Very Low,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Central California,08/05/2023,31,2023,296,2859,10.35327037,Moderate,1,437,0.228833,Very Low,0,364,0,Very Low,,,,,,,,,,,,,,,,459,8,0,0,1.742919,0,0,,,
2023/2024,18-64 yrs,California,08/05/2023,31,2023,7026,73664,9.537901825,Moderate,208,9557,2.176415,Low,4,3759,0.106411,Very Low,,,,,,,,,,,,,,,,1262,6,1,0,0.475436,0.079239,0,,,
2023/2024,18-64 yrs,Rural North,08/05/2023,31,2023,81,637,12.71585557,Moderate,0,125,0,Very Low,0,60,0,Very Low,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,,,
2023/2024,All Ages,Bay Area,08/05/2023,31,2023,3126,42140,7.418130043,Low,79,1497,5.277221,Low,28,1515,1.848185,Low,,,,,,,,,,,,,,,,1006,21,0,0,2.087475,0,0,,,
2023/2024,>64 yrs,Central California,08/12/2023,32,2023,355,3053,11.62790698,Moderate,3,536,0.559701,Very Low,1,423,0.236407,Very Low,,,,,,,,,,,,,,,,422,5,1,0,1.184834,0.236967,0,,,
2023/2024,All Ages,California,08/12/2023,32,2023,14407,133155,10.81972138,Moderate,442,23519,1.879332,Very Low,79,11084,0.712739,Very Low,,,1.4,0.1,0,,,,,,,,,,,5192,67,1,0,1.290447,0.01926,0,,,
2023/2024,18-64 yrs,Central California,08/12/2023,32,2023,1013,9701,10.44222245,Moderate,16,918,1.742919,Very Low,1,726,0.137741,Very Low,,,,,,,,,,,,,,,,171,3,0,0,1.754386,0,0,,,
2023/2024,18-64 yrs,Rural North,08/12/2023,32,2023,80,742,10.78167116,Moderate,3,160,1.875,Very Low,0,79,0,Very Low,,,,,,,,,,,,,,,,33,0,0,0,0,0,0,,,
2023/2024,0-17 yrs,Bay Area,08/12/2023,32,2023,483,7327,6.592056776,Low,48,768,6.25,Low,31,657,4.718417,Moderate,,,,,,,,,,,,,,,,14,1,0,0,7.142857,0,0,,,
2023/2024,All Ages,Rural North,08/12/2023,32,2023,139,1180,11.77966102,Moderate,3,324,0.925926,Very Low,0,175,0,Very Low,,,,,,,,,,,,,,,,142,3,0,0,2.112676,0,0,,,
2023/2024,0-17 yrs,Los Angeles,08/12/2023,32,2023,440,3128,14.06649616,High,34,887,3.833145,Low,7,395,1.772152,Low,,,,,,,,,,,,,,,,23,0,0,0,0,0,0,,,
2023/2024,All Ages,Southern California,08/12/2023,32,2023,3968,29724,13.3494819,High,113,9102,1.241485,Very Low,18,4561,0.39465,Very Low,,,,,,,,,,,,,,,,1718,22,0,0,1.280559,0,0,,,
2023/2024,>64 yrs,Los Angeles,08/12/2023,32,2023,1042,12584,8.280356008,Moderate,24,2030,1.182266,Very Low,1,596,0.167785,Very Low,,,,,,,,,,,,,,,,861,8,0,0,0.929152,0,0,,,
2023/2024,18-64 yrs,Southern California,08/12/2023,32,2023,2277,17585,12.94853568,Moderate,59,4204,1.403425,Very Low,3,1875,0.16,Very Low,,,,,,,,,,,,,,,,433,1,0,0,0.230947,0,0,,,
2023/2024,All Ages,Bay Area,08/12/2023,32,2023,3616,43493,8.31398156,Moderate,116,2627,4.415683,Low,39,2022,1.928783,Low,,,,,,,,,,,,,,,,1042,17,0,0,1.631478,0,0,,,
2023/2024,0-17 yrs,Central California,08/12/2023,32,2023,279,2268,12.3015873,Moderate,12,586,2.047782,Low,2,517,0.386847,Very Low,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,,,
2023/2024,All Ages,Central California,08/12/2023,32,2023,1649,15039,10.96482479,Moderate,31,2040,1.519608,Very Low,4,1666,0.240096,Very Low,,,,,,,,,,,,,,,,605,8,1,0,1.322314,0.165289,0,,,
2023/2024,0-17 yrs,Southern California,08/12/2023,32,2023,598,4201,14.23470602,High,30,1703,1.761597,Very Low,12,1222,0.981997,Very Low,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,,,
2023/2024,18-64 yrs,Los Angeles,08/12/2023,32,2023,2561,19142,13.37895727,High,56,2794,2.004295,Low,4,661,0.605144,Very Low,,,,,,,,,,,,,,,,330,3,0,0,0.909091,0,0,,,
2023/2024,>64 yrs,Bay Area,08/12/2023,32,2023,1017,10104,10.06532067,Moderate,19,706,2.691218,Low,3,574,0.522648,Very Low,,,,,,,,,,,,,,,,802,14,0,0,1.745636,0,0,,,
2023/2024,0-17 yrs,Greater Sierra-Sacramento,08/12/2023,32,2023,103,1028,10.01945525,Moderate,9,287,3.135889,Low,2,150,1.333333,Low,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,,,
2023/2024,>64 yrs,Rural North,08/12/2023,32,2023,41,283,14.48763251,High,0,110,0,Very Low,0,69,0,Very Low,,,,,,,,,,,,,,,,109,3,0,0,2.752294,0,0,,,
2023/2024,0-17 yrs,California,08/12/2023,32,2023,1934,18213,10.61878878,Moderate,145,4504,3.219361,Low,54,3051,1.769912,Low,,,,,,,,,,,,,,,,67,1,0,0,1.492537,0,0,11,19,7
2023/2024,0-17 yrs,Rural North,08/12/2023,32,2023,14,133,10.52631579,Moderate,0,54,0,Very Low,0,27,0,Very Low,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,
