SEASON,WEEKENDING,MMWR_WEEK,MMWR_YEAR,us_aqi (USAQI),us_aqi_pm2_5 (USAQI),us_aqi_pm10 (USAQI),us_aqi_nitrogen_dioxide (USAQI),us_aqi_carbon_monoxide (USAQI),us_aqi_ozone (USAQI),us_aqi_sulphur_dioxide (USAQI),uv_index (),uv_index_clear_sky (),dust (μg/m³),aerosol_optical_depth (),ozone (μg/m³),sulphur_dioxide (μg/m³),nitrogen_dioxide (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),pm10 (μg/m³)
2024/2025,05/03/2025,18,2025,53,53,17,19,3,50,2,8.1,8.1,1.3333333333333333,0.16577380952380955,69.5952380952381,2.1125,9.958333333333334,10.144642857142857,208.1904761904762,13.514880952380953
2024/2025,05/10/2025,19,2025,78,51,16,20,3,78,4,9.2,9.25,1.2083333333333333,0.09333333333333334,80.82142857142857,3.0714285714285716,12.049404761904762,9.406547619047618,221.3154761904762,11.993452380952382
2024/2025,05/17/2025,20,2025,52,45,13,10,2,52,2,8.85,9.0,1.0119047619047619,0.11684523809523809,75.57142857142857,1.6851190476190478,6.438690476190477,7.923214285714285,185.9047619047619,10.805357142857142
2024/2025,05/24/2025,21,2025,46,40,12,10,3,46,2,9.55,9.55,0.27976190476190477,0.09208333333333334,69.05952380952381,2.0589285714285714,6.748809523809523,6.870238095238095,184.5297619047619,8.89702380952381
2024/2025,05/31/2025,22,2025,67,54,15,15,3,67,3,9.5,9.55,0.5178571428571429,0.11023809523809523,69.57738095238095,2.251190476190476,7.980357142857143,9.216666666666667,196.5654761904762,12.01845238095238
2024/2025,06/07/2025,23,2025,59,55,18,12,2,59,2,9.4,9.4,2.7202380952380953,0.14970238095238098,76.54166666666667,1.6232142857142857,6.602380952380953,11.651785714285714,174.48809523809524,15.989285714285714
2024/2025,06/14/2025,24,2025,52,52,16,8,2,45,2,9.8,10.0,1.3333333333333333,0.13440476190476192,69.57142857142857,2.0077380952380954,6.463095238095238,10.736904761904762,167.80357142857142,14.276785714285714
2024/2025,06/21/2025,25,2025,49,47,13,9,2,49,2,10.75,10.85,0.1488095238095238,0.07666666666666667,67.38095238095238,2.1291666666666664,6.222619047619048,7.401785714285714,166.55357142857142,9.548214285714286
2024/2025,06/28/2025,26,2025,52,52,14,10,2,43,3,9.95,10.0,0.27976190476190477,0.12386904761904761,59.98809523809524,2.3910714285714283,8.0125,9.580357142857142,197.6845238095238,11.89345238095238
2025/2026,07/05/2025,27,2025,51,51,15,9,2,45,2,9.75,10.1,0.9166666666666666,0.11202380952380953,58.375,1.9297619047619048,7.002380952380953,9.835119047619047,187.5654761904762,12.661904761904761
2025/2026,07/12/2025,28,2025,62,62,19,13,3,46,2,10.0,10.25,0.4583333333333333,0.12726190476190474,60.285714285714285,2.1017857142857146,7.476190476190476,10.595238095238095,187.73809523809524,13.008333333333335
2025/2026,07/19/2025,29,2025,48,41,11,9,2,48,2,10.25,10.5,0.7083333333333334,0.11416666666666667,62.660714285714285,1.7666666666666668,6.464880952380952,8.076190476190476,176.79166666666666,9.357738095238094
2025/2026,07/26/2025,30,2025,39,37,11,5,2,39,1,9.4,10.2,0.017857142857142856,0.09107142857142858,50.273809523809526,1.105952380952381,5.088690476190476,5.875,152.5654761904762,6.892261904761905
2025/2026,08/02/2025,31,2025,39,39,11,7,2,34,1,9.2,10.05,0.017857142857142856,0.0793452380952381,43.845238095238095,1.6607142857142858,6.576785714285715,7.969047619047619,152.9345238095238,10.051785714285714
2025/2026,08/09/2025,32,2025,50,50,14,15,2,45,2,9.8,9.9,0.05952380952380952,0.06648809523809524,52.904761904761905,2.2494047619047617,8.463095238095239,8.498214285714287,184.92857142857142,10.730952380952381
2025/2026,08/16/2025,33,2025,50,50,12,8,2,48,2,9.05,9.55,0.39880952380952384,0.12375,50.57142857142857,1.8220238095238097,7.338690476190477,8.089880952380952,158.6547619047619,9.539285714285715
2025/2026,08/23/2025,34,2025,60,60,18,16,2,54,3,9.3,9.3,0.041666666666666664,0.08803571428571429,60.720238095238095,3.0696428571428576,10.930952380952382,10.129166666666666,194.13095238095238,12.192261904761907
2025/2026,08/30/2025,35,2025,72,57,16,18,2,72,3,8.85,9.05,0.4880952380952381,0.09595238095238096,64.96428571428571,2.7672619047619045,11.596428571428572,11.443452380952381,199.38095238095238,13.4375
2025/2026,09/06/2025,36,2025,57,57,17,20,3,47,3,8.1,8.15,0.5773809523809523,0.11374999999999999,65.25,2.5970238095238094,10.741071428571429,11.294642857142858,202.67261904761904,13.736904761904762
2025/2026,09/13/2025,37,2025,52,52,14,11,3,39,2,7.6,7.8,0.07738095238095238,0.10797619047619048,53.80357142857143,1.5577380952380953,7.568452380952381,7.260119047619048,186.69642857142858,8.894642857142857
2025/2026,09/20/2025,38,2025,68,62,18,29,4,68,4,8.05,8.05,1.0,0.12827380952380954,57.19642857142857,3.5339285714285715,17.501785714285717,13.349404761904761,255.76785714285714,15.484523809523811
